expid, time, type, balance, number of traders, profit per trader, type, balance, number of traders, profit per trader, type, balance, number of traders, profit per trader, type, balance, number of traders, profit per trader, 
trial0000055, 000240, AA, 46, 4, 11.711934, GDX, 149, 10, 14.981893, SNPR, 41, 18, 2.277778, ZIP, 65, 2, 32.666667, 97, 101, 
trial0000056, 000240, AA, 53, 2, 26.870370, GDX, 164, 12, 13.669753, SNPR, 14, 2, 7.000000, ZIP, 63, 16, 3.951389, 98, 100, 
trial0000056, 000240, AA, 138, 4, 34.666667, GDX, 164, 12, 13.695833, SNPR, 8, 2, 4.491667, ZIP, 29, 16, 1.812500, 102, 103, 
trial0000057, 000240, AA, 0, 2, 0.000000, GDX, 156, 12, 13.000000, SNPR, 9, 4, 2.250000, ZIP, 114, 14, 8.142857, 93, 95, 
trial0000057, 000240, AA, 0, 2, 0.444444, GDX, 271, 14, 19.357143, SNPR, 22, 4, 5.500000, ZIP, 56, 14, 4.007937, 98, 100, 
trial0000058, 000240, AA, 44, 2, 22.333333, GDX, 182, 12, 15.194444, SNPR, 10, 6, 1.666667, ZIP, 83, 12, 6.916667, 97, 100, 
trial0000058, 000240, AA, 71, 4, 17.769907, GDX, 157, 12, 13.141975, SNPR, 16, 6, 2.666667, ZIP, 86, 12, 7.184722, 98, 100, 
trial0000059, 000240, AA, 11, 2, 5.777778, GDX, 194, 12, 16.203704, SNPR, 30, 8, 3.750000, ZIP, 18, 10, 1.800000, 100, 103, 
trial0000059, 000240, AA, 8, 2, 4.314815, GDX, 218, 14, 15.597884, SNPR, 32, 8, 4.000000, ZIP, 53, 10, 5.300000, 100, 101, 
trial0000060, 000240, AA, 43, 2, 21.592593, GDX, 235, 12, 19.595679, SNPR, 10, 10, 1.066667, ZIP, 72, 8, 9.000000, 96, 99, 
trial0000060, 000240, AA, 12, 4, 3.132716, GDX, 170, 12, 14.177984, SNPR, 44, 10, 4.466667, ZIP, 68, 8, 8.583333, 95, 100, 
trial0000061, 000240, AA, 95, 2, 47.666667, GDX, 165, 12, 13.805556, SNPR, 24, 12, 2.000000, ZIP, 21, 6, 3.500000, 95, 100, 
trial0000061, 000240, AA, 58, 4, 14.603189, GDX, 225, 12, 18.771159, SNPR, 7, 12, 0.611111, ZIP, 46, 6, 7.666667, 100, 100, 
trial0000062, 000240, AA, 11, 2, 5.543896, GDX, 231, 12, 19.250000, SNPR, 33, 14, 2.422301, ZIP, 27, 4, 6.750000, 98, 100, 
trial0000062, 000240, AA, 0, 2, 0.000000, GDX, 315, 14, 22.500000, SNPR, 43, 14, 3.071429, ZIP, 15, 4, 3.750000, 96, 102, 
trial0000063, 000240, AA, 7, 2, 3.648148, GDX, 187, 12, 15.638889, SNPR, 73, 16, 4.564815, ZIP, 0, 2, 0.000000, 96, 100, 
trial0000063, 000240, AA, 6, 2, 3.333333, GDX, 212, 14, 15.166667, SNPR, 71, 16, 4.437500, ZIP, 13, 2, 6.500000, 99, 100, 
trial0000064, 000240, AA, 2, 2, 1.305407, GDX, 226, 14, 16.173133, SNPR, 8, 2, 4.482658, ZIP, 105, 14, 7.500000, 100, 101, 
trial0000064, 000240, AA, 23, 2, 11.858333, GDX, 243, 16, 15.205208, SNPR, 18, 2, 9.000000, ZIP, 73, 14, 5.214286, 96, 101, 
trial0000065, 000240, AA, 17, 2, 8.500000, GDX, 243, 14, 17.357143, SNPR, 5, 4, 1.250000, ZIP, 76, 12, 6.333333, 98, 100, 
trial0000065, 000240, AA, 6, 2, 3.138444, GDX, 311, 16, 19.489198, SNPR, 9, 4, 2.473988, ZIP, 98, 12, 8.166667, 99, 100, 
trial0000066, 000240, AA, 9, 2, 4.888889, GDX, 238, 14, 17.015873, SNPR, 56, 6, 9.333333, ZIP, 24, 10, 2.400000, 98, 103, 
trial0000066, 000240, AA, 17, 2, 8.944444, GDX, 267, 16, 16.694444, SNPR, 30, 6, 5.000000, ZIP, 34, 10, 3.400000, 99, 100, 
trial0000067, 000240, AA, 94, 2, 47.481481, GDX, 214, 14, 15.335979, SNPR, 28, 8, 3.541667, ZIP, 17, 8, 2.125000, 98, 99, 
trial0000067, 000240, AA, 101, 4, 25.429281, GDX, 212, 14, 15.174603, SNPR, 26, 8, 3.289526, ZIP, 57, 8, 7.190278, 97, 101, 
trial0000068, 000240, AA, 3, 2, 1.607580, GDX, 206, 14, 14.777778, SNPR, 35, 10, 3.589595, ZIP, 48, 6, 8.000000, 98, 98, 
trial0000068, 000240, AA, 61, 2, 30.858333, GDX, 173, 16, 10.860764, SNPR, 61, 10, 6.100000, ZIP, 11, 6, 1.918519, 98, 101, 
trial0000069, 000240, AA, 53, 2, 26.666667, GDX, 284, 14, 20.333333, SNPR, 44, 12, 3.666667, ZIP, 16, 4, 4.000000, 96, 102, 
trial0000069, 000240, AA, 64, 4, 16.000000, GDX, 123, 14, 8.785714, SNPR, 72, 12, 6.000000, ZIP, 53, 4, 13.250000, 98, 101, 
trial0000070, 000240, AA, 0, 2, 0.000000, GDX, 279, 14, 19.928571, SNPR, 54, 14, 3.857143, ZIP, 5, 2, 2.500000, 96, 103, 
trial0000070, 000240, AA, 65, 2, 32.532099, GDX, 201, 16, 12.579321, SNPR, 59, 14, 4.261905, ZIP, 10, 2, 5.000000, 98, 101, 
trial0000071, 000240, AA, 55, 2, 27.648148, GDX, 257, 16, 16.106481, SNPR, 0, 2, 0.000000, ZIP, 73, 12, 6.083333, 97, 98, 
trial0000071, 000240, AA, 50, 4, 12.551389, GDX, 272, 16, 17.049653, SNPR, 1, 2, 0.500000, ZIP, 37, 12, 3.083333, 99, 100, 
trial0000072, 000240, AA, 73, 2, 36.882510, GDX, 264, 16, 16.534478, SNPR, 5, 4, 1.250000, ZIP, 83, 10, 8.368333, 96, 99, 
trial0000072, 000240, AA, 3, 4, 0.796296, GDX, 257, 16, 16.113426, SNPR, 17, 4, 4.250000, ZIP, 61, 10, 6.100000, 97, 100, 
trial0000073, 000240, AA, 1, 2, 0.662551, GDX, 265, 16, 16.583333, SNPR, 19, 6, 3.166667, ZIP, 22, 8, 2.792695, 98, 100, 
trial0000073, 000240, AA, 11, 2, 5.759259, GDX, 158, 18, 8.804527, SNPR, 27, 6, 4.500000, ZIP, 57, 8, 7.125000, 96, 100, 
trial0000074, 000240, AA, 0, 2, 0.000000, GDX, 281, 16, 17.562500, SNPR, 14, 8, 1.750000, ZIP, 51, 6, 8.500000, 98, 99, 
trial0000074, 000240, AA, 7, 2, 3.500000, GDX, 264, 18, 14.666667, SNPR, 20, 8, 2.500000, ZIP, 76, 6, 12.666667, 98, 100, 
trial0000075, 000240, AA, 0, 2, 0.019268, GDX, 237, 16, 14.812500, SNPR, 30, 10, 3.096146, ZIP, 2, 4, 0.500000, 96, 100, 
trial0000075, 000240, AA, 4, 2, 2.000000, GDX, 240, 18, 13.333333, SNPR, 46, 10, 4.600000, ZIP, 42, 4, 10.500000, 98, 103, 
trial0000076, 000240, AA, 38, 2, 19.166667, GDX, 239, 16, 14.979167, SNPR, 28, 12, 2.333333, ZIP, 33, 2, 16.500000, 96, 102, 
trial0000076, 000240, AA, 145, 4, 36.420385, GDX, 182, 16, 11.415737, SNPR, 18, 12, 1.555556, ZIP, 39, 2, 19.500000, 97, 101, 
trial0000077, 000240, AA, 6, 2, 3.207819, GDX, 235, 18, 13.088020, SNPR, 0, 2, 0.000000, ZIP, 39, 10, 3.900000, 98, 102, 
trial0000077, 000240, AA, 0, 2, 0.432099, GDX, 204, 20, 10.206790, SNPR, 15, 2, 7.500000, ZIP, 102, 10, 10.200000, 96, 97, 
trial0000078, 000240, AA, 1, 2, 0.777778, GDX, 188, 18, 10.450617, SNPR, 27, 4, 6.833333, ZIP, 46, 8, 5.750000, 94, 99, 
trial0000078, 000240, AA, 5, 2, 2.722222, GDX, 254, 20, 12.700000, SNPR, 15, 4, 3.750000, ZIP, 80, 8, 10.069444, 96, 98, 
trial0000079, 000240, AA, 82, 2, 41.374224, GDX, 259, 18, 14.427984, SNPR, 15, 6, 2.591308, ZIP, 21, 6, 3.500000, 98, 100, 
trial0000079, 000240, AA, 138, 4, 34.526406, GDX, 165, 18, 9.216354, SNPR, 19, 6, 3.166667, ZIP, 25, 6, 4.166667, 97, 101, 
trial0000080, 000240, AA, 10, 2, 5.444444, GDX, 222, 18, 12.339506, SNPR, 41, 8, 5.125000, ZIP, 16, 4, 4.000000, 96, 103, 
trial0000080, 000240, AA, 56, 2, 28.496605, GDX, 278, 20, 13.944352, SNPR, 24, 8, 3.000000, ZIP, 28, 4, 7.029938, 95, 102, 
trial0000081, 000240, AA, 10, 2, 5.388889, GDX, 324, 18, 18.037037, SNPR, 9, 10, 0.966667, ZIP, 48, 2, 24.444444, 97, 102, 
trial0000081, 000240, AA, 101, 2, 50.862963, GDX, 266, 18, 14.793004, SNPR, 29, 10, 2.900000, ZIP, 39, 4, 9.750000, 100, 102, 
trial0000082, 000240, AA, 17, 2, 8.580247, GDX, 391, 20, 19.591975, SNPR, 1, 2, 0.500000, ZIP, 45, 8, 5.625000, 100, 102, 
trial0000082, 000240, AA, 30, 2, 15.432099, GDX, 425, 22, 19.324355, SNPR, 0, 2, 0.000000, ZIP, 21, 8, 2.625000, 98, 101, 
trial0000083, 000240, AA, 69, 2, 34.551852, GDX, 231, 20, 11.550000, SNPR, 8, 4, 2.000000, ZIP, 57, 6, 9.649383, 94, 99, 
